match_id,date,venue,city,temperature,humidity,wind_speed,precipitation,dew_factor,pitch_type,pitch_bounce,pitch_pace,pitch_turn,pitch_swing,pitch_run_rate,pitch_boundary_rate,pitch_wicket_rate,pitch_extra_rate,venue_id,venue_avg_runs,venue_matches,venue_high_score,venue_low_score,is_day_match,is_night_match,season,is_rain_affected,is_dew_affected,weather_impact,pitch_difficulty,venue_scoring_potential,match_conditions_score
1050221,2016-09-27,Sheikh Zayed Stadium,Abu Dhabi,23.874072081533416,20.0,5.984138525471101,0.0,0.1,balanced,1.0,1.0,1.0,1.0,5.91588785046729,0.08411214953271028,0.19626168224299068,0.03271028037383177,366,140.0,50,200,80,False,True,autumn,False,False,5.5842349132475615,1.0,2.550012276371485,3.1436964205733218
1050615,2016-11-21,Saxton Oval,Nelson,21.382742116332558,55.870883708945456,5.343376728161868,0.0,0.0,balanced,1.0,1.0,1.0,1.0,5.203125,0.08203125,0.4453125,0.06640625,351,140.0,50,200,80,True,False,autumn,False,False,6.0004937427129015,1.0,2.52036187427129,3.304269871939419
1058152,2016-09-27,Gymkhana Club Ground,Nairobi,19.463810789940425,30.40425381606142,6.548237843894707,0.0,0.0,spinning,0.8,0.7,1.4,0.5,5.495575221238939,0.0752212389380531,0.5309734513274337,0.035398230088495575,163,140.0,50,200,80,False,True,autumn,False,False,4.776241338576055,0.89,2.4271816559814994,2.7519328666267215
1058153,2016-09-27,Jaffery Sports Club Ground,Nairobi,18.752901974076064,50.430736747347865,3.8407983155030987,0.0,0.0,balanced,1.0,1.0,1.0,1.0,6.173913043478261,0.12560386473429952,0.34782608695652173,0.01932367149758454,197,140.0,50,200,80,False,True,autumn,False,False,5.164986697875619,1.0,2.5338899741353877,2.9727726739773255
1058155,2016-09-28,Gymkhana Club Ground,Nairobi,16.859878344059947,42.964423969079114,5.119363289397864,0.0,0.0,balanced,1.0,1.0,1.0,1.0,7.1454545454545455,0.14545454545454545,0.27272727272727276,0.045454545454545456,163,140.0,50,200,80,False,True,autumn,False,False,4.858081690739524,1.0,2.6003536236194065,2.863303401019691
1058157,2016-09-28,Jaffery Sports Club Ground,Nairobi,18.64579403757251,43.94727290878312,5.60681259380958,0.0,0.0,balanced,1.0,1.0,1.0,1.0,7.753086419753086,0.16049382716049382,0.345679012345679,0.01646090534979424,197,140.0,50,200,80,False,True,autumn,False,False,5.183305567958323,1.0,2.693639198771141,3.012050066937557
1059539,2016-09-29,Gymkhana Club Ground,Nairobi,16.6389516617785,49.61332682068278,4.4303436325158305,0.0,0.0,balanced,1.0,1.0,1.0,1.0,7.827160493827161,0.15637860082304528,0.37037037037037035,0.04526748971193416,163,140.0,50,200,80,False,True,autumn,False,False,5.030630233715155,1.0,2.6857790727542312,2.949407908036908
1063553,2016-11-03,Sano International Cricket Ground,Unknown,23.559839752425738,49.57851784430592,5.934815224966169,0.0,0.0,spinning,0.8,0.7,1.4,0.5,4.331838565022422,0.053811659192825115,0.3766816143497758,0.13004484304932734,343,140.0,50,200,80,True,False,autumn,False,False,6.021872912451104,0.89,2.4353711477473525,3.2518233945299126
1065348,2016-12-04,Asian Institute of Technology Ground,Bangkok,21.999281099521408,65.11395178430236,5.026377133169575,0.0,0.0,spinning,0.8,0.7,1.4,0.5,5.378486055776892,0.07171314741035857,0.26294820717131473,0.05179282868525897,27,140.0,50,200,80,True,False,winter,False,False,6.460901125801174,0.89,2.5839387181578064,3.4571481939520305
1068298,2017-07-07,Headingley,Leeds,21.62345101498164,56.37565730265686,2.186193193854376,0.0,0.0,flat,1.2,1.3,0.7,0.6,9.783132530120483,0.20481927710843373,0.3132530120481928,0.04819277108433735,173,140.0,50,200,80,False,True,summer,False,False,5.418366605401882,0.96,2.9201499135522364,3.1353766248712
1068299,2017-07-07,County Ground,Chelmsford,23.052777386409815,50.193864470994086,5.667572459032396,0.0,0.0,flat,1.2,1.3,0.7,0.6,8.869565217391305,0.16205533596837945,0.33201581027667987,0.09090909090909091,95,140.0,50,200,80,False,True,summer,False,False,5.948485453997165,0.96,2.8818050671388464,3.3397551950266355
1068300,2017-07-07,Riverside Ground,Chester-le-Street,20.137508744213022,55.51595753046939,5.462502412362514,0.0,0.0,balanced,1.0,1.0,1.0,1.0,7.968000000000001,0.136,0.312,0.056,333,140.0,50,200,80,False,True,summer,False,False,5.882049233417275,1.0,2.7850049233417273,3.3098206780352557
1068301,2017-07-07,Sophia Gardens,Cardiff,9.308179006897342,82.37377236834163,4.516670391466594,0.05,0.0,balanced,1.0,1.0,1.0,1.0,7.672131147540984,0.13934426229508196,0.3442622950819672,0.03278688524590164,386,140.0,50,200,80,False,True,summer,False,False,5.952840597400135,1.0,2.7624971744941114,3.3336356738588764
1068302,2017-07-07,College Ground,Cheltenham,21.861434297870932,46.777998495205495,6.3369129742284125,0.0,0.0,flat,1.2,1.3,0.7,0.6,8.950819672131148,0.20081967213114754,0.3442622950819672,0.028688524590163935,88,140.0,50,200,80,False,True,summer,False,False,5.79242594939305,0.96,2.8743245621524194,3.275835292187704
1068303,2017-07-07,"County Ground, New Road",Worcester,24.088104837899863,43.466733766624415,5.356427153581781,0.0,0.0,balanced,1.0,1.0,1.0,1.0,7.625,0.14583333333333334,0.275,0.0375,100,140.0,50,200,80,False,True,summer,False,False,5.653432602837563,1.0,2.727843260283756,3.2069416931917765
1068304,2017-07-07,County Ground,Northampton,24.254006627392588,54.38377986263258,5.1524141647003106,0.0,0.0,flat,1.2,1.3,0.7,0.6,8.975,0.20833333333333334,0.225,0.03333333333333333,95,140.0,50,200,80,False,True,summer,False,False,6.17507248881095,0.96,2.915007248881095,3.437030445300599
1068305,2017-07-08,Queen's Park,Chesterfield,22.884126401471466,54.29613062432983,5.446034404894121,0.0,0.0,balanced,1.0,1.0,1.0,1.0,7.975609756097561,0.17479674796747968,0.36585365853658536,0.04065040650406504,318,140.0,50,200,80,False,True,summer,False,False,6.092426052342462,1.0,2.8068035808440017,3.398331137105785
1068306,2017-07-08,Edgbaston,Birmingham,10.461733727931938,76.01215059017667,6.329478968166782,0.05,0.0,balanced,1.0,1.0,1.0,1.0,7.7950819672131155,0.14754098360655737,0.24590163934426232,0.028688524590163935,121,140.0,50,200,80,False,True,summer,False,False,6.112676695935384,1.0,2.79077586631485,3.403225851637124
1068307,2017-07-09,Riverside Ground,Chester-le-Street,19.51213496147397,59.224033157077116,5.865315376448737,0.0,0.0,balanced,1.0,1.0,1.0,1.0,7.846153846153847,0.13765182186234817,0.26720647773279355,0.08097165991902834,333,140.0,50,200,80,False,True,summer,False,False,6.085478229291001,1.0,2.793163207544485,3.3928239332252974
1068308,2017-07-09,Arundel Castle Cricket Club Ground,Unknown,21.273263608790526,53.98684676350635,4.757687622324491,0.0,0.0,flat,1.2,1.3,0.7,0.6,9.257142857142856,0.17551020408163265,0.2204081632653061,0.0653061224489796,26,140.0,50,200,80,False,True,summer,False,False,5.778206223519268,0.96,2.9035349080662125,3.2759894710209494
1068309,2017-07-09,Kennington Oval,London,15.669448140930257,67.7613489216734,6.732534819095971,0.05,0.0,flat,1.2,1.3,0.7,0.6,8.592,0.168,0.384,0.08,204,140.0,50,200,80,False,True,summer,False,False,6.30151922399589,0.96,2.889351922399589,3.482478074078274
