match_id,team,innings_number,total_runs,total_wickets,balls_bowled,overs_bowled,run_rate,extras,boundaries_4s,boundaries_6s,boundaries_total,venue,city,date,opposition,match_outcome,player_of_match,teams,team_players,team_batting_avg,team_strike_rate,team_bowling_avg,team_economy,team_size,venue_avg_runs,venue_runs_std,venue_matches
1003869,Titans,2,7,0,6,1.0,7.0,1,1,0,1,"SuperSport Park, Centurion",Centurion,2016-11-25,Cape Cobras,Unknown,[],"['Cape Cobras', 'Titans']","['AK Markram', 'MQ Adams', 'HG Kuhn', 'F Behardien', 'JA Morkel', 'D Wiese', 'H Klaasen', 'CJ Dala', 'MP Siboto', 'L Ngidi', 'DL Piedt']",21.98,115.94999999999999,33.3,6.0,11,141.88,64.08,8
1003871,Titans,1,168,0,128,21.333333333333332,7.875,12,13,5,18,"Diamond Oval, Kimberley",Kimberley,2016-11-27,Knights,Titans,"['JA Morkel', 'PE Kruger']","['Titans', 'Knights']","['AK Markram', 'H Klaasen', 'MQ Adams', 'HG Kuhn', 'F Behardien', 'JA Morkel', 'D Wiese', 'MP Siboto', 'DL Piedt', 'CJ Dala', 'L Ngidi']",21.98,115.94999999999999,33.3,6.0,11,167.5,10.5,4
1003871,Knights,2,158,0,124,20.666666666666668,7.64516129032258,14,15,3,18,"Diamond Oval, Kimberley",Kimberley,2016-11-27,Titans,Titans,"['JA Morkel', 'PE Kruger']","['Titans', 'Knights']","['PE Kruger', 'AGS Gous', 'TB de Bruyn', 'DA Miller', 'DS Rosier', 'TM Bodibe', 'M de Lange', 'SC van Schalkwyk', 'LLL Sesele', 'D Olivier', 'LM Zuma']",23.81,153.345,41.33,6.52,11,167.5,10.5,4
1003873,Lions,1,175,0,126,21.0,8.333333333333334,9,8,8,16,"New Wanderers Stadium, Johannesburg",Johannesburg,2016-11-27,Dolphins,Lions,"['R Frylinck', 'BC Fortuin']","['Lions', 'Dolphins']","['HE van der Dussen', 'OA Ramela', 'M Mosehle', 'NJ van den Bergh', 'DP Conway', 'GC Viljoen', 'MK McGillivray', 'BC Fortuin', 'AM Phangiso', 'E Leie', 'A Myoli']",30.566666666666666,128.00666666666666,19.5,4.265000000000001,11,170.0,18.43,6
1003873,Dolphins,2,169,0,123,20.5,8.24390243902439,9,18,5,23,"New Wanderers Stadium, Johannesburg",Johannesburg,2016-11-27,Lions,Lions,"['R Frylinck', 'BC Fortuin']","['Lions', 'Dolphins']","['CS Delport', 'MN van Wyk', 'C Chetty', 'M Gqadushe', 'VB van Jaarsveld', 'K Zondo', 'K Nipper', 'R Frylinck', 'Imran Tahir', 'RJ Engelbrecht', 'M Shezi']",,,,,11,170.0,18.43,6
1003875,Knights,1,93,0,119,19.833333333333332,4.689075630252101,3,11,0,11,"St George's Park, Port Elizabeth",Port Elizabeth,2016-11-30,Warriors,Warriors,"['JT Smuts', 'JT Smuts']","['Knights', 'Warriors']","['LLL Sesele', 'PE Kruger', 'TB de Bruyn', 'AGS Gous', 'P Botha', 'AR Swanepoel', 'M de Lange', 'TM Bodibe', 'SC van Schalkwyk', 'D Olivier', 'LM Zuma']",13.0,162.5,41.33,6.52,11,127.67,27.37,6
1003875,Warriors,2,94,0,72,12.0,7.833333333333333,11,11,2,13,"St George's Park, Port Elizabeth",Port Elizabeth,2016-11-30,Knights,Warriors,"['JT Smuts', 'JT Smuts']","['Knights', 'Warriors']","['JT Smuts', 'S Seyibokwe', 'CA Ingram', 'CN Ackermann', 'A Gqamane', 'ACR Birch', 'C Jonker', 'SSB Magala', 'LC Ngoepe', 'C Fortuin', 'BD Walters']",13.0,124.035,39.25,6.305,11,127.67,27.37,6
1003877,Titans,1,170,0,125,20.833333333333332,8.16,10,16,3,19,"Kingsmead, Durban",Durban,2016-11-30,Dolphins,Dolphins,"['CS Delport', 'S von Berg']","['Titans', 'Dolphins']","['H Klaasen', 'JD Vandiar', 'MQ Adams', 'HG Kuhn', 'F Behardien', 'JA Morkel', 'D Wiese', 'MP Siboto', 'S von Berg', 'CJ Dala', 'L Ngidi']",13.865,100.06,26.52,6.14,11,136.9,44.94,10
1003877,Dolphins,2,171,0,120,20.0,8.55,10,16,4,20,"Kingsmead, Durban",Durban,2016-11-30,Titans,Dolphins,"['CS Delport', 'S von Berg']","['Titans', 'Dolphins']","['CS Delport', 'MN van Wyk', 'KP Pietersen', 'C Chetty', 'K Zondo', 'R Frylinck', 'M Gqadushe', 'P Subrayen', 'CJ Alexander', 'Imran Tahir', 'M Shezi']",,,,,11,136.9,44.94,10
1003879,Lions,1,182,0,123,20.5,8.878048780487806,3,11,10,21,"Diamond Oval, Kimberley",Kimberley,2016-12-02,Knights,Lions,"['NJ van den Bergh', 'BC Fortuin']","['Lions', 'Knights']","['HE van der Dussen', 'RR Hendricks', 'M Mosehle', 'NJ van den Bergh', 'D Pretorius', 'GC Viljoen', 'MK McGillivray', 'OA Ramela', 'BC Fortuin', 'E Leie', 'AM Phangiso']",24.3925,135.82,28.2625,5.050000000000001,11,167.5,10.5,4
1003879,Knights,2,162,0,123,20.5,7.902439024390244,7,15,6,21,"Diamond Oval, Kimberley",Kimberley,2016-12-02,Lions,Lions,"['NJ van den Bergh', 'BC Fortuin']","['Lions', 'Knights']","['MN Erlank', 'TB de Bruyn', 'JL du Plooy', 'PJ van Biljon', 'M de Lange', 'AR Swanepoel', 'TM Bodibe', 'LL Mnyanda', 'SC van Schalkwyk', 'D Olivier', 'LM Zuma']",13.0,162.5,41.33,6.52,11,167.5,10.5,4
1003881,Titans,1,147,0,119,19.833333333333332,7.411764705882353,6,14,4,18,"SuperSport Park, Centurion",Centurion,2016-12-02,Warriors,Warriors,"['ACR Birch', 'CN Ackermann']","['Titans', 'Warriors']","['JD Vandiar', 'AK Markram', 'H Klaasen', 'HG Kuhn', 'F Behardien', 'JA Morkel', 'D Wiese', 'MP Siboto', 'T Shamsi', 'CJ Dala', 'L Ngidi']",17.047500000000003,96.33749999999999,34.193333333333335,5.8825,11,141.88,64.08,8
1003881,Warriors,2,148,0,120,20.0,7.4,7,11,6,17,"SuperSport Park, Centurion",Centurion,2016-12-02,Titans,Warriors,"['ACR Birch', 'CN Ackermann']","['Titans', 'Warriors']","['JT Smuts', 'S Seyibokwe', 'CA Ingram', 'CN Ackermann', 'C Jonker', 'LC Ngoepe', 'C Fortuin', 'ACR Birch', 'SSB Magala', 'A Gqamane', 'BD Walters']",13.0,124.035,39.25,6.305,11,141.88,64.08,8
1003883,Lions,1,157,0,122,20.333333333333332,7.721311475409837,11,8,7,15,"Kingsmead, Durban",Durban,2016-12-04,Warriors,Lions,"['HE van der Dussen', 'GC Viljoen']","['Lions', 'Warriors']","['HE van der Dussen', 'RR Hendricks', 'M Mosehle', 'OA Ramela', 'NJ van den Bergh', 'D Pretorius', 'MK McGillivray', 'GC Viljoen', 'BC Fortuin', 'AM Phangiso', 'E Leie']",24.3925,135.82,28.2625,5.050000000000001,11,136.9,44.94,10
1003883,Warriors,2,152,0,122,20.333333333333332,7.475409836065574,3,13,6,19,"Kingsmead, Durban",Durban,2016-12-04,Lions,Lions,"['HE van der Dussen', 'GC Viljoen']","['Lions', 'Warriors']","['JT Smuts', 'GL Cloete', 'CA Ingram', 'CN Ackermann', 'C Jonker', 'LC Ngoepe', 'C Fortuin', 'ACR Birch', 'SSB Magala', 'A Gqamane', 'BD Walters']",13.0,124.035,39.25,6.305,11,136.9,44.94,10
1003885,Dolphins,1,178,0,126,21.0,8.476190476190476,10,13,7,20,"Kingsmead, Durban",Durban,2016-12-04,Cape Cobras,Cape Cobras,"['RK Kleinveldt', 'DJ Vilas']","['Dolphins', 'Cape Cobras']","['MN van Wyk', 'CS Delport', 'KP Pietersen', 'C Chetty', 'K Zondo', 'R Frylinck', 'KA Maharaj', 'M Gqadushe', 'P Subrayen', 'Imran Tahir', 'M Shezi']",13.8,107.81,37.03,4.79,11,136.9,44.94,10
1003885,Cape Cobras,2,181,0,116,19.333333333333332,9.362068965517242,11,18,7,25,"Kingsmead, Durban",Durban,2016-12-04,Dolphins,Cape Cobras,"['RK Kleinveldt', 'DJ Vilas']","['Dolphins', 'Cape Cobras']","['RE Levi', 'WD Parnell', 'JL Ontong', 'DJ Vilas', 'KA Pollard', 'C Tshiki', 'RK Kleinveldt', 'GF Linde', 'A Mgijima', 'D Paterson', 'NM Serame']",23.15,116.405,34.845,5.645,11,136.9,44.94,10
1003887,Knights,1,146,0,125,20.833333333333332,7.008,13,13,4,17,"Newlands, Cape Town",Cape Town,2016-12-07,Cape Cobras,Cape Cobras,"['RE Levi', 'WD Parnell']","['Knights', 'Cape Cobras']","['RS Second', 'PE Kruger', 'TB de Bruyn', 'JL du Plooy', 'AR Swanepoel', 'LL Mnyanda', 'D du Preez', 'SC van Schalkwyk', 'CA Dry', 'LM Zuma', 'M Budaza']",13.0,162.5,,,11,149.0,4.24,2
1003887,Cape Cobras,2,152,0,89,14.833333333333334,10.247191011235955,8,16,7,23,"Newlands, Cape Town",Cape Town,2016-12-07,Knights,Cape Cobras,"['RE Levi', 'WD Parnell']","['Knights', 'Cape Cobras']","['RE Levi', 'WD Parnell', 'JP Duminy', 'KA Pollard', 'C Tshiki', 'DJ Vilas', 'A Mgijima', 'RK Kleinveldt', 'GF Linde', 'D Paterson', 'NM Serame']",23.15,116.405,34.845,5.645,11,149.0,4.24,2
1003889,Dolphins,1,216,0,124,20.666666666666668,10.451612903225806,8,23,8,31,"Buffalo Park, East London",East London,2016-12-07,Warriors,Warriors,"['JT Smuts', 'JT Smuts']","['Dolphins', 'Warriors']","['MN van Wyk', 'CS Delport', 'KP Pietersen', 'R Frylinck', 'K Zondo', 'KA Maharaj', 'P Subrayen', 'BS Makhanya', 'C Chetty', 'Imran Tahir', 'M Shezi']",13.8,107.81,37.03,4.79,11,146.75,80.58,4
1003889,Warriors,2,217,0,118,19.666666666666668,11.033898305084746,10,15,14,29,"Buffalo Park, East London",East London,2016-12-07,Dolphins,Warriors,"['JT Smuts', 'JT Smuts']","['Dolphins', 'Warriors']","['JT Smuts', 'C Fortuin', 'CA Ingram', 'CN Ackermann', 'C Jonker', 'MQ Adams', 'LC Ngoepe', 'ACR Birch', 'SSB Magala', 'A Gqamane', 'BD Walters']",13.0,124.035,39.25,6.305,11,146.75,80.58,4
1003891,Titans,1,230,0,123,20.5,11.21951219512195,13,15,13,28,"SuperSport Park, Centurion",Centurion,2016-12-07,Lions,Titans,"['D Wiese', 'JD Vandiar']","['Titans', 'Lions']","['JD Vandiar', 'AK Markram', 'H Klaasen', 'HG Kuhn', 'JA Morkel', 'F Behardien', 'D Wiese', 'MP Siboto', 'CJ Dala', 'L Ngidi', 'T Shamsi']",17.0475,96.33749999999999,34.19333333333333,5.8825,11,141.88,64.08,8
1003891,Lions,2,184,0,122,20.333333333333332,9.049180327868854,2,11,10,21,"SuperSport Park, Centurion",Centurion,2016-12-07,Titans,Titans,"['D Wiese', 'JD Vandiar']","['Titans', 'Lions']","['HE van der Dussen', 'RR Hendricks', 'M Mosehle', 'T Bavuma', 'D Pretorius', 'NJ van den Bergh', 'GC Viljoen', 'BC Fortuin', 'AM Phangiso', 'E Leie', 'MK McGillivray']",24.048,131.872,28.2625,4.752000000000001,11,141.88,64.08,8
1003895,Lions,1,125,0,124,20.666666666666668,6.048387096774193,9,10,1,11,"Senwes Park, Potchefstroom",Potchefstroom,2016-12-09,Knights,Knights,"['RS Second', 'M Budaza']","['Lions', 'Knights']","['HE van der Dussen', 'RR Hendricks', 'T Bavuma', 'M Mosehle', 'NJ van den Bergh', 'PWA Mulder', 'D Pretorius', 'GC Viljoen', 'BC Fortuin', 'E Leie', 'AM Phangiso']",24.290000000000003,129.21,29.429999999999996,4.921666666666667,11,117.0,40.8,4
1003895,Knights,2,112,0,113,18.833333333333332,5.946902654867257,14,7,3,10,"Senwes Park, Potchefstroom",Potchefstroom,2016-12-09,Lions,Knights,"['RS Second', 'M Budaza']","['Lions', 'Knights']","['RS Second', 'PE Kruger', 'JL du Plooy', 'PJ van Biljon', 'DS Rosier', 'AR Swanepoel', 'LL Mnyanda', 'CA Dry', 'LM Zuma', 'M Budaza', 'D du Preez']",,,,,11,117.0,40.8,4
1003899,Titans,1,80,0,32,5.333333333333333,15.0,2,6,6,12,"Buffalo Park, East London",East London,2016-12-11,Warriors,Titans,"['F Behardien', 'D Wiese']","['Titans', 'Warriors']","['JD Vandiar', 'HG Kuhn', 'H Klaasen', 'F Behardien', 'JA Morkel', 'D Wiese', 'AK Markram', 'T Shamsi', 'L Ngidi', 'MP Siboto', 'CJ Dala']",17.047500000000003,96.33749999999999,34.193333333333335,5.8825,11,146.75,80.58,4
1003899,Warriors,2,74,0,32,5.333333333333333,13.875,2,7,5,12,"Buffalo Park, East London",East London,2016-12-11,Titans,Titans,"['F Behardien', 'D Wiese']","['Titans', 'Warriors']","['JT Smuts', 'CA Ingram', 'C Jonker', 'MQ Adams', 'C Fortuin', 'SSB Magala', 'KJ Abbott', 'LC Ngoepe', 'SSN Nqweni', 'ACR Birch', 'BD Walters']",11.5,116.02333333333333,37.68333333333333,6.02,11,146.75,80.58,4
1003901,Dolphins,1,59,0,50,8.333333333333334,7.079999999999999,5,0,4,4,"Kingsmead, Durban",Durban,2016-12-11,Knights,Knights,"['D du Preez', 'PE Kruger']","['Dolphins', 'Knights']","['CS Delport', 'MN van Wyk', 'KP Pietersen', 'R Frylinck', 'K Zondo', 'KA Maharaj', 'C Chetty', 'BS Makhanya', 'P Subrayen', 'Imran Tahir', 'M Shezi']",13.8,107.81,37.03,4.79,11,136.9,44.94,10
1003901,Knights,2,68,0,38,6.333333333333333,10.736842105263158,9,5,4,9,"Kingsmead, Durban",Durban,2016-12-11,Dolphins,Knights,"['D du Preez', 'PE Kruger']","['Dolphins', 'Knights']","['RS Second', 'PE Kruger', 'DA Miller', 'JL du Plooy', 'DS Rosier', 'AR Swanepoel', 'LL Mnyanda', 'D du Preez', 'CA Dry', 'LM Zuma', 'M Budaza']",34.62,144.19,,,11,136.9,44.94,10
1003903,Lions,1,136,0,125,20.833333333333332,6.5280000000000005,9,12,1,13,"St George's Park, Port Elizabeth",Port Elizabeth,2016-12-13,Warriors,Warriors,"['CA Ingram', 'JT Smuts']","['Lions', 'Warriors']","['HE van der Dussen', 'RR Hendricks', 'T Bavuma', 'M Mosehle', 'NJ van den Bergh', 'D Pretorius', 'PWA Mulder', 'GC Viljoen', 'BC Fortuin', 'AM Phangiso', 'E Leie']",24.290000000000003,129.21,29.43,4.921666666666667,11,127.67,27.37,6
